sentence,label
Expressing myself is tough with thin eyebrows and a weird feeling in my mouth. It's hard to connect with others. I just want to be able to talk and be understood like everyone else.,2.0
"Playing with my friends can be hard because my legs hurt, and my tummy gets upset. It's tough to keep up, and I feel left out sometimes. I just want to play without feeling so uncomfortable.",2.0
My face shape and missing teeth bother me. It makes me feel self-conscious about smiling. I just want to feel good about how I look and not be worried about my appearance.,2.0
"My mind feels busy, and I forget things a lot. It's frustrating because I want to remember and focus better. I just wish my head didn't feel so overwhelmed all the time.",2.0
"Doctor, I frequently experience discomfort in my stomach, especially after eating, and it's disheartening because my legs ache persistently. It's impacting my ability to engage in physical activities and enjoy life like other kids.",2.0
"Doctor, I've noticed that talking has become quite challenging due to what feels like a small jaw, and I get fatigued quickly, especially during walks. Expressing myself has become a taxing effort, and I'm hoping for a way to communicate more effortlessly.",2.0
"Doctor, there are times when I don't feel comfortable with how I look. My face seems different, and my eyebrows are quite thin. It's affecting my self-esteem, and I'm wondering if there's anything that can be done to address these concerns.",2.0
"Doctor, eating has become a messy process for me. My mouth feels strange, and coordinating movements with my hands is difficult. It's like my body isn't cooperating, and I'm hoping for solutions to make dining a more enjoyable experience.",2.0
"Doctor, I sometimes experience chest pain, and considering my history of infant cardiac surgery, I'm quite anxious about it. I'd like to better understand my health and explore ways to alleviate concerns about my chest.",2.0
"Doctor, sparse eyebrows and difficulty expressing myself contribute to a sense of isolation. Bridging these communication gaps is crucial for me, and I'm hoping for guidance on how to connect more seamlessly with my peers.",2.0
"Doctor, my legs often hurt, especially during physical activities. It's challenging to keep up with my friends, and the positioning of my toes adds to the difficulty. I'd like to find ways to improve my physical comfort and participate more fully in activities.",2.0
"Doctor, I've been experiencing recurring episodes of vomiting and stomach discomfort. It's impacting my daily life, and I'm hoping for a comprehensive understanding of these issues and potential solutions to alleviate gastrointestinal distress.",2.0
"Doctor, I've been dealing with headaches and difficulty focusing. It's affecting my academic performance and daily tasks. I'm looking for ways to enhance my cognitive abilities and find relief from these challenges.",2.0
"Doctor, I'm missing some teeth, and it makes me self-conscious when I smile. Dental restoration is something I'm interested in to improve my oral aesthetics and boost my confidence.",2.0
"Doctor, I often get tired quickly during physical activities, and it's frustrating. I wish I had more energy to engage in sports with my friends. Is there anything that can be done to improve my physical endurance?",2.0
"Doctor, I've been experiencing memory lapses and difficulty concentrating. It's affecting various aspects of my life, and I'm hoping for guidance on how to enhance my cognitive function and mental acuity.",2.0
"Doctor, my legs hurt, especially during prolonged walks. It's hindering my mobility, and I'd like to explore ways to alleviate the persistent discomfort and improve my freedom of movement.",2.0
"Doctor, participating in sports is challenging due to physical limitations, and it makes me feel excluded. I'm seeking guidance on how to be more inclusive in these activities and improve my social interactions.",2.0
